	id	query	title	lang	pub_date	text	url
35	35	조폐공사	우체국, 조폐공사 보증 '오롯 골드바' 6종 판매	ko	2019-05-02 02:00:06+00:00	우체국에서 골드바 판매 (서울=연합뉴스) 강민지 기자 = 2일 오전 서울 중앙우체국에서 직원들이 '오롯 골드바'를 선보이고 있다. 과학기술정보통신부 우정사업본부는 전국 223개 우체국에서 한국조폐공사의 '오롯 골드바' 6종(10g, 18.75g, 37.5g, 100g, 375g, 500g)을 판매한다. mjkang@yna.co.kr (서울=연합뉴스) 전준상 기자 = 과학기술정보통신부 우정사업본부는 이달부터 전국 223개 우체국에서 한국조폐공사의 '오롯 골드바' 6종(10g·18.75g·37.5g·100g·375g·500g)을 판매한다고 2일 밝혔다. 오롯 골드바는 한국조폐공사의 프리미엄 골드바 브랜드다. 특허기술인 잠상(숨겨진 이미지) 기법을 적용해 모방과 위·변조가 불가능하다. 한국조폐공사가 중량과 순도 등을 보증한 홀마크를 골드바 표면에 새겼다. 오롯 골드바 판매금액은 런던 금 거래시장의 실시간 시세와 환율에 따라 결정된다. 광고 구입을 희망하는 고객은 우편창구에서 판매가격을 확인하고 신청서를 작성한 후 우체국계좌에서 판매금액을 정해진 계좌로 이체하면 된다. 우체국통장이 있는 고객은 금융창구에서 판매금액을 이체하거나, 모바일·인터넷 뱅킹 또는 포스트페이(PostPay)로 송금하면 된다. 구입 신청을 한 고객은 10영업일 이내에 받아볼 수 있다. 100g 이하 골드바를 구매한 고객은 우체국 안심소포로 받아볼 수 있다. 100g을 초과한 골드바를 구입한 고객은 우체국에 직접 방문해야 한다. 우체국 방문 시에는 신분증과 신청 시 교부받은 판매확인서를 갖고 와야 한다. chunjs@yna.co.kr <저작권자(c) 연합뉴스, 무단 전재-재배포 금지>	https://www.yna.co.kr/view/AKR20190502033300017
36	36	조폐공사	한국조폐공사, ‘모바일 성남사랑상품권’ 발행 서비스 시작	ko	2019-04-19 07:33:00+00:00	[대전=뉴스핌] 최태영 기자 = 한국조폐공사는 19일 일반 시민을 대상으로 모바일 성남사랑상품권 발행 서비스를 시작한다고 밝혔다. 모바일 성남사랑상품권은 조폐공사가 개발한 블록체인 기반 공공 신뢰 플랫폼 ‘착(chak)’을 통해 선보이는 것이다. 조폐공사가 개발한 모바일 지역상품권 앱 '착' [사진=한국조폐공사] 사용하는 방법은 모바일 앱 ‘지역상품권 착(chak)’에서 구입한 후 가맹점에서 QR코드를 통해 상품, 서비스를 간편하게 살 수 있다. 공사는 이 앱을 이용할 경우 소비자는 스마트폰 등 모바일 기기를 통해 안전하고 편리하게 지역사랑상품권을 사용할 수 있다고 말했다. 가맹점은 은행 환전 및 매출 정산의 번거로움을 해소할 수 있으며, 지자체는 가맹점 관리가 수월해지는 장점이 있다고 공사 측은 설명했다. ‘착(chak)’은 ‘Chang for Korea’의 약자로, 조폐공사의 블록체인 기반 공공 신뢰 플랫폼을 통해 국민들이 누구나 ‘착착 더 편리하고 안전하게 사용할 수 있는 서비스’라는 뜻을 담고 있다. 지역사랑상품권은 지역경제 활성화를 위해 지방자치단체에서 발행하는 것으로, 그동안 조폐공사가 종이 형태로 공급해 왔다. 조폐공사는 앞으로 모바일 지역사랑상품권 서비스를 전북 군산, 경북 포항·영주, 충북 제천, 전남 영광 등 전국으로 확대해 나갈 계획이다. 조폐공사 관계자는 “지역사랑상품권이 지역경제 활성화에 도움이 되면서 많은 지자체들이 종이 상품권을 발행하고 있다”며 “모바일의 편리성에 힘입어 모바일 상품권도 서비스하는 지자체들이 꾸준히 늘어날 것”이라고 말했다. ctyw@newspim.com	https://www.newspim.com/news/view/20190419000603
37	37	조폐공사	조폐공사, 모바일 상품권 간편결제에 사용 ‘특수 보안 QR키트’ 개발	ko	2019-07-11 02:16:15+00:00	조폐공사가 개발한 모바일 지역사랑 상품권 결제용 QR키트와 실제 사용 모습 한국조폐공사가 사내벤처를 통해 위변조가 어려운 QR키트 개발에 성공했다. QR키트는 QR(Quick Response) 코드가 새겨진 키트로, 모바일 결제 등에서 활용된다. 조폐공사는 사내벤처에서 모바일 지역사랑상품권 결제에 사용되는 특수 보안기술이 적용된 QR키트를 개발, 모바일 지역상품권을 발행하는 지방자치단체(지자체)의 가맹점 2만곳 이상에 공급했다고 11일 밝혔다. 간편결제 수단으로 사용되는 QR키트는 결제가 쉬운 반면 위변조에 취약한 단점이 있다. 만약 QR키트가 위조됐을 경우 엉뚱하게 결제돼 소비자가 피해를 볼 수 있다. 조폐공사 사내벤처에서 개발한 QR키트는 진위 여부를 육안으로 쉽게 확인할 수 있는 등 안전한 결제 환경을 제공한다. 조폐공사는 올해 상반기 시흥, 성남, 군산, 영주 등에 2만장 이상의 QR키트를 공급한데 이어 하반기에는 포항, 제천, 영광 등의 지자체에도 제공할 예정이다. 조폐공사는 신규 사업 발굴, 일자리 창출 확대 등을 위해 지난 2016년부터 사내벤처 제도를 운영하고 있다.	https://www.dtnews24.com/news/articleView.html?idxno=553074
38	38	조폐공사	조폐공사, '교통카드 기능 추가 미니골드바' 출시	ko	2019-09-07 00:00:00+00:00	 [사진 제공 = 조폐공사] 한국조폐공사가 6일 미니 골드바에 교통카드와 선불결제 기능을 추가한 '교통카드 도깨비 골드바'를 선보인다.'교통카드 도깨비 골드바'는 순도 99.99%, 중량 1g의 순금의 골드바에 교통카드 기능을 부가한 것으로, 전국 어디서나 사용 가능하다.편의점이나 지하철역 등에서 미리 충전한 후 사용할 수 있는 선불결제 기능도 지원된다. 신용카드 크기로 휴대하기 간편하고, 복을 부르는 도깨비 전통문양으로 디자인돼 선물용으로 안성맞춤이다.판매가격(부가가치세 포함)은 9만 원이다. 6일부터 조폐공사 온라인 쇼핑몰을 통해 판매된다.[디지털뉴스국 김진솔 기자][ⓒ 매일경제 & mk.co.kr, 무단전재 및 재배포 금지]	https://www.mk.co.kr/news/economy/view/2019/09/703383/
39	39	조폐공사	[ER포토] 조폐공사 자체 브랜드 순도 99.99% '실버바' 첫 출시	ko	2019-04-23 06:57:48+00:00	"[이코노믹리뷰=임형택 기자] ▲ 23일 오후 서울 종로3가 단성사 건물에서 한국조폐공사는 실버바 실물공개 행사를 갖고 '한국조폐공사' 이름이 새겨진 자체 브랜드 실버바를 처음 선보였다. 사진=임형택 기자 조폐공사는 23일 서울 종로3가 단성사 건물에서 실버바 실물공개 행사를 갖고 '한국조폐공사' 이름이 새겨진 자체 브랜드 실버바를 처음 선보였다. '한국조폐공사 실버바'는 1kg(1,000g) 1종으로, 은 순도는 99.99%다. 조폐공사의 공신력과 품질인증 역량을 활용, 순도와 중량 등을 철저히 검증한 것이 특징이다. 실버바 전면에는 한국조폐공사 CI(기업이미지통일)와 순도, 중량 등 공사 제조 상품임을 한 눈에 알아볼 수 있는 디자인을 적용했다. 또한 순도와 품질을 보장하는 제품에만 부여되는 홀마크 및 시리얼 번호가 함께 각인됐다. 후면에는 조폐공사 특허인 잠상(숨겨진 이미지) 기법을 활용, 안전성을 높였으며 보증서에도 특허인 스마트기기 인식용 보안패턴 스마트씨를 적용해 위조 가능성을 차단했다. 조폐공사 귀금속 사업 인증팀 최병열 팀장은 ""정품, 정량 실버바에 대한 국내 수요가 꾸준히 늘고 있는 추세""라며 ""귀금속 거래질서 확립을 통한 시장 양성화를 위해 자체 브랜드 실버바를 선보이게 됐다""고 밝혔다. 판매는 조폐공사와 동반성장·상생협력 협약을 체결한 한국귀금속 중앙회로부터 추천받은 우수 회원사를 통해 5월 2일(목)부터 이뤄지고 판매 가격은 국제 은 시세에 따라 달라진다."	https://www.econovill.com/news/articleView.html?idxno=361549
40	40	조폐공사	조폐공사, 천연기념물 ‘쌍향수’ 아트메달 출시	ko	2019-08-21 07:34:01+00:00	천연기념물 메달 시리즈 5호…고심도 기술 적용 ‘예술성·입체감’ 높여 은 30개, 동 150개 한정 제작…오는 27일부터 선착순 판매 참매·매사냥, 흑우·흑돼지, 장수하늘소, 수달 메달은 판매 당일 매진 쌍향수 단동 케이스 측면 (사진제공=조폐공사) [대전=내외뉴스통신] 최정현 기자 = 한국조폐공사가 21일 프리미엄급 고품위 아트 메달인 ‘쌍향수’를 선보였다. ‘쌍향수(雙香樹)’는 전남 순천시 송광사의 부속암자인 천자암에 있는 곱향나무로, 나란히 선 두 그루의 줄기가 실타래처럼 꼬인 모습을 하고 있다. 고려 중기의 고승인 보조국사와 그의 제자가 지팡이를 꼽아놓은 것이 두 그루의 향나무가 됐으며, 나무에 손을 대면 극락에 갈 수 있다는 전설이 전해진다. 문화적·생물학적 가치가 높아 1962년 12월 천연기념물 제88호로 지정됐다. 천연기념물 시리즈 다섯 번째 작품인 ‘쌍향수 메달’은 쌍향수의 진귀한 모습을 고심도(高深度)의 기술로 재현했다. 은메달(중량 500g, 순도 99.9%, 직경 80㎜)과 동메달(중량 390g, 직경 80㎜) 두 종류로 은메달 30개, 동메달 150개 한정 제작된다. 메달 측면에 일련번호를 각인해 소장가치를 높였다. 쌍향수 은 앞면 (사진제공=조폐공사) 판매가격(부가가치세 포함)은 개당 은메달 99만9000원, 동메달 15만5000원이다. 오는 27일 오전 10시부터 조폐공사 온라인 쇼핑몰을 통해 선착순 판매된다. 아트 메달은 일반 메달보다 예술성과 입체감을 높인 반면 제작량(판매량)은 최소화해 수집가치를 극대화한 것이 특징으로, 프랑스, 이탈리아 등 유럽에서도 인기가 높다. 조폐공사는 특수압인기술을 적용, 2017년 이후 ‘참매·매사냥’ ‘흑우·흑돼지’ ‘장수하늘소’ ‘수달’ 등 우리나라 천연기념물을 소재로 한 메달을 선보였는데 모두 판매 당일 매진된 바 있다. 조폐공사 유창수 압인사업팀장은 “기술력과 예술성을 결합해 품격 있는 작품을 만드는 데 심혈을 기울였다”며 “멋진 디자인과 함께 소장가치도 높여 메달 애호가들로부터 인기가 예상된다”고 말했다. ily7102@hanmail.net 내외뉴스통신, NBNNEWS 기사 URL : http://www.nbnnews.co.kr/news/articleView.html?idxno=307691 저작권자 © 내외뉴스통신 무단전재 및 재배포 금지	http://www.nbnnews.co.kr/news/articleView.html?idxno=307691
41	41	조폐공사	조폐公, ‘명성황후 어보’기념메달 출시	ko	2019-10-08 05:51:00+00:00	한국조폐공사가 8일 서울 경복궁 건청궁에서‘조선의 어보 기념메달 명성황후책봉금보’를 선보였다. 기념메달 윗면에는 용을 원래 유물의 약 3.3% 크기로 사실적으로 표현했으며 황제를 상징하는 용무늬와 위변조를 막을 수 있는 잠상과 홀마크를 담았다. 아래면에는 ‘황후지보’라는 문자가 새겨져 있다. 금메달은 308만 원, 금도금메달 38만 5000원, 은메달은 29만 7000원 등이다. 한국조폐공사 제공	http://www.ggilbo.com/news/articleView.html?idxno=710063
42	42	조폐공사	한국조폐공사 등 동반성장 평가서 최하위	ko	2019-03-17 07:10:59+00:00	한국조폐공사와 국민연금공단 등이 동반성장 평가에서 최하위 등급을 받았다. 중소벤처기업부는 58개 공공기관의 지난해 동반성장 추진 실적을 평가해 한국남동발전 등 7개 기관을 ‘우수’ 등급으로, 한국조폐공사 등 8개 기관에 대해선 ‘개선’이 필요하다고 17일 발표했다. 중기부에 따르면 공공기관 동반성장 평가는 공공기관이 동반성장에 선도적 역할을 하도록 이끌기 위해 지난 2007년부터 해마다 시행되고 있다. 이 평가는 58개 평가 대상 기관을 공기업형(28개), 준정부형(26개), 기타형(4개)으로 나누고 같은 유형 안에서 상대 평가로 진행된다. 공기업형에는 한국남동발전, 한국중부발전이 3년 연속으로 ‘우수’ 등급을 받은 반면 한국석유공사와 한국석탄공사는 2년 연속 ‘개선’ 등급을 받았다. 준정부형·기타형에는 한국국토정보공사가 2년 연속 ‘우수’ 등급을 받았고 주택관리공단은 3년 연속, 한국정보화진흥원은 2년 연속으로 ‘개선’ 등급을 받았다. 한국남동발전은 협력사의 정보화, 지능화를 통한 제조업 고도화를 위해 이동 통신(모바일), 클라우드, 빅 데이터 등을 활용해 스마트 공장 구축 지원(40개 기업)을 지원한 결과 협력사의 생산성 35%, 불량률 42%, 원가 절감 21% 개선 등에 기여해 좋은 평가를 받았다. 또 한국가스안전공사는 대형 화재 사고 등 안전사고에 취약한 전통 시장 내 가스 시설을 점검하고 노후?불량한 시설 개선을 지원해 소상공인이 안심하고 생업에 전념할 수 있도록 20개 전통 시장 447개 점포에 안전 점검을 지원했다. 아울러 한국토지주택공사는 중소기업의 구인난 완화와 청년 일자리 창출 등을 위해 2022년까지 중소기업 근로자에게 전용 주택(3000호), 행복 주택(8000호), 매입·전세 주택(4000호) 등 1만 5000호 공급을 추진하는 점에서 높은 평가를 얻었다. 중기부 관계자는 “앞으로도 공공기관이 동반성장 문화를 선도할 수 있도록 평가 대상 기관을 큰 폭으로 넓히는 한편 우수 기관 포상 등 상생 협력 활동을 계속 독려할 계획”이라며 “평가 대상 공공기관이 제출한 실적 보고서의 평가 항목별 세부 점수를 각 기관에 통보할 예정이므로 각 기관마다 기관의 특성을 반영한 상생 협력 전략을 마련해 사업을 추진해 줄 것을 요청했다”고 설명했다. 조길상 기자 pcop@ggilbo.com	http://www.ggilbo.com/news/articleView.html?idxno=620768
43	43	조폐공사	조폐공사, 사업장 안전관리 강화		2019-09-09 05:07:18+00:00		https://www.ajunews.com/view/20190909140221709
44	44	조폐공사	대한제국 어보 '명성황후책봉금보' 본뜬 기념메달 공개	ko	2019-10-08 01:14:49+00:00	"세계기록유산 '조선의 어보' 완결판 명성황후책봉금보 기념메달 [문화재청 제공] (서울=연합뉴스) 박상현 기자 = 1897년 대한제국을 선포하고 고종 비를 명성황후로 책봉하면서 올린 금보(金寶)를 소재로 만든 기념메달이 공개됐다. 문화재청은 문화재지킴이 협약기업인 한국조폐공사와 함께 8일 오전 경복궁 건청궁 곤녕합에서 세계기록유산 '조선의 어보' 기념메달 시리즈 제4차 완결판인 '명성황후책봉금보'(明成皇后冊封金寶) 메달을 선보였다. 이 금보는 황제국 의장에 맞춰 금으로 제작하고, 손잡이는 거북이 아닌 용 모양으로 만들어 나라와 황실의 권위와 격을 높였다. 광고 '태조가상시호금보'(太祖加上諡號金寶), '세종시호금보'(世宗諡號金寶), '정조효손은인'(正祖孝孫銀印) 등 앞서 출시한 기념메달처럼 경기도무형문화재 옥장 김영희 보유자가 제작에 참여했다. 기념메달은 한국조폐공사 쇼핑몰(koreamint.com) 등에서 구매가 가능하며, 12월 9일부터 순차 배송한다. 재질별 수량과 가격은 금(37.5g)이 300개·308만원, 금도금(31.1g)이 500개·38만5천원, 은(31.1g)이 1천 개·29만7천원이다. 조선의 어보와 어책은 2017년 세계기록유산에 등재됐으며, 375점 중 332점이 국립고궁박물관과 국립중앙박물관 등지에 보관 중이다. 나머지 43점은 해외로 반출된 것으로 추정된다. 문화재청 관계자는 ""기념메달 공개 무대인 건청궁은 1895년 명성황후시해사건이 일어난 곳으로, 이후 항일의병이 일어났다""며 ""3·1운동과 대한민국임시정부 수립 100주년을 맞아 명성황후책봉금보 메달을 만들었다는 점에서 의미가 있다""고 설명했다. 명성황후책봉금보 기념메달 [문화재청 제공] psh59@yna.co.kr <저작권자(c) 연합뉴스, 무단 전재-재배포 금지>"	https://www.yna.co.kr/view/AKR20191008054700005
45	45	조폐공사	세틀뱅크, 한국조폐공사 지역상품권 앱 '착'에 간편결제 솔루션 제공	ko	2019-08-09 07:33:14+00:00	세틀뱅크는 한국조폐공사 지역상품권 앱(응용프로그램) 'chak(착)'에 간편현금 결제 솔루션을 적용한다고 9일 밝혔다.이에 따라 성남, 시흥, 영주시 지역민들이 착을 통해 간편현금결제와 가상계좌 발급 등 다양한 전자금융 서비스를 이용할 수 있게 됐다.착은 지난 2월 한국조폐공사가 선보인 지역사랑상품권의 온라인 버전이다. QR코드 스캔 방식으로 이용할 수 있다.착 사용자는 앱을 통해 상품권을 구입한 뒤 가맹점에서 결제할 수 있고, 가맹점은 앱을 통해 상품권 결제내역 조회와 정산을 진행한다. 지자체는 플랫폼을 통해 상품권 발행과 관리, 가맹점 등록과 심사를 실시한다.윤희은 기자 soul@hankyung.com	https://www.hankyung.com/it/article/201908095213j
46	46	조폐공사	‘성남사랑상품권’ 모바일로 나온다…성남시-한국조폐공사 협약	ko	2019-01-24 22:12:47+00:00	[뉴스웍스=한재갑 기자] 성남지역화폐인 ‘성남사랑 상품권’이 모바일(전자화폐)로도 발행돼 오는 4월부터 일반에 상용된다. 종이(지류)로 발행되는 성남사랑상품권과 달리 스마트폰 앱으로 성남사랑상품권을 구매하거나 가맹 신청할 수 있고, QR코드를 통해 가맹점에서 물건을 살 수 있게 된다. 성남시는 1월 25일 오후 1시 50분 시청 9층 상황실에서 은수미 성남시장과 조용만 한국조폐공사 사장 등이 참석한 가운데 ‘모바일 성남사랑상품권 활성화를 위한 업무 협약’을 했다. 협약에 따라 한국조폐공사는 자체 기술로 개발한 모바일 상품권 사용 플랫폼을 성남시에 적용한다. 소비자들이 모바일 상품권을 사용할 수 있도록 성남사랑상품권 가맹 점포별 고유 QR코드를 발급해 주는 방식이다. 스마트폰으로 가맹점의 QR코드를 찍고 사려는 물건 금액을 입력한 뒤 지문이나 간편비밀번호(PIN)로 인증하면 간단하게 결제가 끝난다. 모바일 성남사랑상품권 앱인 ‘착(CHAK)’을 깔면 상품권 판매처인 농협은행(27곳)에 직접 가지 않고도 가상계좌 이체를 통해 모바일 상품권을 살 수 있다. 가맹점 또한 ‘착(CHAK)’을 통해 결제 대금을 환전받을 수 있고, 카드 결제 때와 달리 수수료에 대한 부담이 없다. 성남시는 오는 2월 21일 모바일 성남사랑상품권이 나오면 두 달간 시청 인근 상가 등에 시범 적용한다. 오는 4월부터는 올해 1기분 청년배당 32억5000만원(1인당 25만원)을 대상자 1만3000명에게 모바일 성남사랑상품권으로 지급해 상용화에 나선다. 올해 성남시의 성남사랑상품권 발행 규모는 1090억원이다. 아동수당 657억원(체크카드 상품권), 청년배당 129억원, 산후조리비 24억원, 일반판매 280억원 등이다.	http://www.newsworks.co.kr/news/articleView.html?idxno=330756
47	47	조폐공사	조폐공사, ‘명성황후 어보(御寶)’ 기념메달 선봬	ko	2019-10-08 08:09:00+00:00	한국조폐공사는 8일 경복궁 건청궁에서 조선 왕실의 어보를 주제로 한 ‘조선의 어보 기념메달’ 시리즈 완결판인 4차 ‘명성황후책봉금보’(明成皇后冊封金寶)를 선보였다. ‘명성황후책봉금보’는 10일부터 25일까지 조폐공사 온라인몰 등에서 선착순 예약 판매한다.[사진=한국조폐공사 제공] [충청헤럴드 대전=박희석 기자] 한국조폐공사는 8일 서울 경복궁 건청궁에서 유네스코 세계기록유산인 조선왕실의 어보 및 어책을 주제로 한 ‘조선의 어보 기념메달’ 시리즈 완결판인 4차 ‘명성황후책봉금보’(明成皇后冊封金寶)의 실물을 공개했다. 2019년 10월 8일은 1895년 10월 8일 명성황후 시해일로부터 124주기가 되는 날이다. 건청궁은 명성황후가 시해된 장소다. ‘명성황후책봉금보’는 1897년 고종 황제가 대한제국을 선포하고 고종비를 명성황후로 책봉하면서 올린 금보다. 황제국 의장에 걸맞게 금으로 제작하고, 손잡이는 용 모양으로 디자인해 격을 높였다. 어보 기념메달 윗면에는 용을 원래 유물의 약 30분의 1 크기로 사실적으로 표현했고 황제를 상징하는 용무늬와 위변조를 막을 수 있는 잠상(숨은 이미지) 및 홀마크를 담았다. 아래면에는 ‘황후지보’(皇后之寶·‘황후의 보물’이라는 뜻)라는 문자가 새겨져 있다. 메달 제작에는 무형문화재인 김영희 옥장(玉匠, 장신구, 경기 제18호)이 참여했고 용뉴(龍紐· 용 모양의 손잡이)를 사실성 높게 재현했다. 명성황후 어보 기념메달은 금(중량 37.5g), 금도금(31.1g), 은(31.1g) 3종으로 1800개 한정 수량 제작된다. 판매가격(부가세 포함)은 개당 금 308만원, 금도금 38만 5000원, 은 29만 7000원이다. 조폐공사는 이날 ‘조선의 어보 기념메달’ 시리즈 판매 수익금 일부를 미국 데이튼미술관 소장 국외문화재인 ‘해학반도도’(海鶴蟠桃圖) 보존·복원 사업에 지원하는 계획도 발표했다. 조선시대 궁중 장식화인 ‘해학반도도’는 바다·학·복숭아 등을 그리고 바탕은 금박으로 처리한 가로 734.4cm, 세로 224.4cm 크기의 12폭 병풍이다. 조폐공사는 지난 4월 ‘조선의 어보 기념메달’ 판매 수익금 1억원을 문화재청, 국외소재문화재재단간 후원약정에 따라 기부한 바 있다. 조선의 어보는 왕과 왕비께 존호(尊號)와 시호(諡號, 사후에 덕을 기리기 위해 짓는 호칭)를 올리거나 왕비 ‧ 왕세자 ‧ 왕세자빈을 책봉할 때, 왕을 추존(追尊, 왕위에 오르지 못하고 죽거나 폐위된 왕을 사후에 왕으로 올리는 것)할 때 올린 지위와 호칭을 새긴 인장(印章)이다. 조폐공사 조용만 사장은 “대한민국을 대표하는 전통문화 제품을 통해 국위 선양과 문화외교에 기여할 것”이라며 “국외 문화재 보호에도 앞장서겠다”고 말했다.	http://www.ccherald.kr/news/articleView.html?idxno=13431
48	48	조폐공사	"""화폐 제조현장 견학 오세요”"	ko	2019-08-06 08:44:31+00:00	사진은 화폐 제조현장 견학 모습 “화폐 제조현장에 견학오세요.” 돈 만드는 모습을 눈으로 직접 볼 수 있는 조폐공사 화폐본부 견학 프로그램이 인기다. 한국조폐공사 화폐본부(경북 경산 소재)는 한국은행의 의뢰에 따라 은행권(지폐)과 주화(동전)를 만드는 곳이다. 조폐공사는 공사에 대한 이해도를 높이고 대국민 소통 강화를 위해 지난 2016년부터 일반인에게 화폐제조 현장을 공개하는 견학 프로그램을 운영 중이다. 6일 화폐본부에선 어린이 글짓기 대회 입상자 가족 등 70여 명이 화폐제조 공정을 둘러보는 시간을 가졌다. 이날 견학은 지난 5월에 시행된 조폐공사 화폐박물관 주최 ‘어린이 희망 글짓기 대회’ 입상자, 행운권 추첨 당첨자 및 화폐박물관 우수고객 가족을 대상으로 진행됐다. 이들은 화폐 전시관을 관람하고 은행권·주화 제조현장을 방문해 화폐가 만들어지는 과정도 둘러봤다. 또 화폐 전문강사의 ‘내가 쓰는 돈! 진짜일까? 가짜일까’ 특강을 들으면서 위조지폐 구분 요령도 배웠다. 화폐본부 견학은 주 2회(화‧목) 오전 10시와 오후 2시에 이뤄진다. 조폐공사 홈페이지를 통해 10명 이상 단체로 매회 30명까지 신청을 받는다.	https://www.dtnews24.com/news/articleView.html?idxno=555088
49	49	조폐공사	조폐공사 해외사업, 해마다 100억 이상 적자	ko	2019-10-14 01:20:00+00:00	"[세종=뉴스핌] 한태희 기자 = 한국조폐공사 해외사업이 매년 100억원 이상의 적자를 낸 것으로 나타났다. 14일 국회 기획재정위원회 소속 박명재 의원(자유한국당)에 따르면 한국조폐공사는 2016년부터 2018년까지 해외사업에서 328억원 적자를 기록했다. 연도별로 보면 2016년에는 100억9800만원의 적자를 보인데 이어 2017·2018년 각각 119억5100만원, 107억5900만원의 적자를 기록했다. 한국조폐공사 사옥 전경 [사진=조폐공사] 조폐공사는 동전과 지폐 등 화폐를 제조하는 공공기관이다. 최근 화폐 발행 매출액이 줄어든 조폐공사는 유휴 인력을 활용키 위해 용지 수출 등 해외사업을 하고 있다. 그럼에도 해외사업 적자에 시달리는 상황이다. 박명재 의원은 ""한국조폐공사는 매년 큰 적자를 보는 해외사업 내실화와 함께 블록체인 기술에 대한 R&D투자 확대를 통한 미래 사업 창출에 매진해야 한다""고 지적했다. 한편 한국조폐공사 화폐 발행 매출액은 2016년 1503억5000만원에서 2018년 1104억4200만원으로 감소했다. 이 기간 전체 매출액 대비 화폐 발행 매출액 비율은 32.4%에서 23%로 뚝 떨어졌다. ace@newspim.com"	https://www.newspim.com/news/view/20191014000262
50	50	조폐공사	조폐공사, '3.1운동 및 임시정부 100주년 기념주화 세트' 출시	ko	2019-07-04 00:00:00+00:00	 [사진제공 = 조폐공사] 한국조폐공사는 ' 5종 세트와 여기에 기념 금메달이 추가된 결합세트 구매희망자를 대상으로 4일부터 17일까지 예약 접수를 받는다고 5일 밝혔다.'기념주화 5종 세트'는 1월에 발행된 1차분 2종과 4월에 발행된 2차분 3종으로 구성돼 있다. 기념주화는 순도 99.9%의 순은(Ag)으로 중량은 31.1g이다.'금메달 결합세트'는 기념주화 5종 세트에 기념 금메달과 요판화를 더했다. 금메달은 순도 99.9%에 31.1g이며 앞면은 100년동안 비약적인 발전을 거듭해온 대한민국을 떠오르는 태양으로 표현했다. 뒷면은 세계속에서 하나 된 대한민국을 상징하는 한반도기를 담았다.기념주화 최초로 적용된 스탠드형 케이스에는 태양이 떠오르는 동해 바다의 모습과 태극기를 담은 요판화가 배경으로 포함돼 있다.총 발행수량은 5,000세트 이내이며 9월 26일 발행될 예정이다.조폐공사의 금메달 결합세트 판매수익금 일부와 판매 대행기관인 NH농협은행, 우리은행의 판매대행 수수료 전액은 '독립유공자 후손 후원금'으로 기부된다.[디지털뉴스국 김진솔 기자][ⓒ 매일경제 & mk.co.kr, 무단전재 및 재배포 금지]	https://www.mk.co.kr/news/economy/view/2019/07/491840/
51	51	조폐공사	조폐공사, 2020 경자년 쥐의 해 맞아 기념메달·주화 공개	ko	2019-11-15 08:36:06+00:00	(출처: 조폐공사) [천지일보=박혜민 기자] 풍산화동양행은 2020 경자년(庚子年) ‘쥐의 해’를 맞아 한국조폐공사의 기념메달과 세계 주요 조폐국들에서 엄선한 기념주화와 메달의 예약접수를 오는 18일부터 선착순으로 받는다고 15일 밝혔다. 풍산화동양행은 “지혜와 총명을 상징하는 ‘쥐의 해’ 그 중에서도 ‘흰쥐’에 속하는 2020 경자년 쥐의 해 도안을 담은 한국조폐공사와 해외조폐국의 기념주화와 메달은 신년 ‘가내(家)의 복(福)과 부(富)를 기원’하는 의미로 기획됐다”고 말했다. 한국조폐공사 제조 기념메달은 부채꼴 금·은메달 트(순도 99.9%, 金18.7g, 銀10.2g, 300 트 한정, 가격 2,530,000원), 부채꼴 은메달(순도 99.9%, 銀10.2g, 1,000장 한정, 가격 110,000 원), 대형 은메달(순도 99.9%, 銀120g, 500장 한정, 가격 462,000원), 팔각형 캘린더 메달(구리 65%, 아연 35%, 315g, 2,000장 한정, 가격 165,000원)로 구성돼 있다. 부채꼴 금·은메달의 앞면은 쥐의 12지신상과 ‘쥐’를 지칭하는 간지의 ‘자(子)’를 새겼고 뒷면에는 ‘2020’의 연도와 ‘庚子(경자)’의 갑자를 담았다. 대형은메달은 귀여운 새끼 쥐 두 마 리의 디자인으로 따스한 ‘평안’의 의미를 전하고 있다. 팔각형 캘린더 메달은 쥐의 12지신 (앞면)과 복을 전하는 귀여운 새끼 쥐의 모습(뒷면)과 더불어 앞 ∙ 뒷면에 걸쳐 2020년의 달 력을 새겨 넣어 책상에 두면서 달력이나 문진의 용도로 사용할 수 있도록 고안됐다. 한국조폐공사 제조 십이간지 기념메달은 2012년 임진년(壬辰年) 용의 해부터 시작된 12년의 장기 프로젝트로 ‘2012 용의 해’ 이후 아홉 번째 출시되는 십이간지 기념메달이다. 해외조폐국에 발행된 ‘2020년 쥐의 해 기념주화’는 국내 단 4장만 배정된 영국왕립조폐국의 1kg금화(순도 99.99%, 1005g, 전 계발행량 10장, 가격 121,000,000원), 18장이 배정된 156.295g 금화(순도 99.99%, 156.295g, 전 계발행량 30장, 가격 18,700,000원)와 함께 200 장이 배정된 호주 퍼스조폐국의 7.777g 금화(순도 99.99%, 7.777g, 전 계발행량 5,000장, 가격 880,000원)로 엄선하여 구성됐다. 특히 스위스 PAMP사에서 출시한 ‘복쥐(The Mouse of Fortune)’ 1g 금메달(순도 99.99%, 1g, 전 계발행량 2020장, 가격 110,000원)은 소비자들이 뱃돈 대용으로도 사용할 수 있도록 가격과 팩키지가 고안됐다. 저작권자 © 천지일보 - 새 시대 희망언론 무단전재 및 재배포 금지	http://www.newscj.com/news/articleView.html?idxno=683665
